"","Assay","IL8","VEGFA...3","CD8A","MCP-3","GDNF","CDCP1","CD244","IL7","OPG","LAP TGF-beta-1","uPA","IL6...13","IL-17C","MCP-1","IL-17A","CXCL11","AXIN1","TRAIL...19","IL-20RA","CXCL9","CST5","IL-2RB","IL-1 alpha","OSM","IL2","CXCL1","TSLP","CCL4","CD6","SCF...31","IL18","SLAMF1","TGF-alpha...34","MCP-4","CCL11","TNFSF14","FGF-23","IL-10RA","FGF-5","MMP-1","LIF-R","FGF-21","CCL19","IL-15RA","IL-10RB","IL-22 RA1","IL-18R1","PD-L1","Beta-NGF","CXCL5","TRANCE","HGF...53","IL-12B","IL-24","IL13","ARTN","MMP-10","IL10","TNF","CCL23","CD5","CCL3","Flt3L","CXCL6","CXCL10","4E-BP1","IL-20","SIRT2","CCL28","DNER","EN-RAGE","CD40","IL33","IFN-gamma","FGF-19","IL4","LIF","NRTN","MCP-2","CASP-8","CCL25","CX3CL1","TNFRSF9","NT-3","TWEAK","CCL20","ST1A1","STAMBP","IL5","ADA","TNFB","CSF-1","TXLNA","VEGFA...95","CPE","KLK13","CEACAM1","MSLN","TNFSF13","EGF","TNFRSF6B","SYND1","TGFR-2","IL6...105","CD48","SCAMP3","LY9","IFN-gamma-R1","ITGAV","TRAIL...111","hK11","GPC1","TFPI-2","hK8","VEGFR-2","LYPD3","PODXL","S100A4","IGF1R","ERBB2","ERBB3","SCF...123","SPARC","GZMH","TGF-alpha...126","FURIN","CYR61","hK14","FADD","MetAP 2","PVRL4","FASLG","EPHA2","ITGB5","Gal-1","SEZ6L","GPNMB","CAIX","MIA","CTSV","CD27","XPNPEP2","ERBB4","HGF...145","ADAM 8","5'-NT","CDKN1A","DLL1","MK","ABL1","FGF-BP1","TLR3","LYN","RET","VIM","TNFRSF19","CRNN","TCL1A","CD160","TNFRSF4","MIC-A/B","WISP-1","CXL17","PPY","S100A11","AREG","ESM-1","CD207","ICOSLG","WFDC2","CXCL13","MAD homolog 5","ADAM-TS 15","CD70","RSPO3","FR-gamma","CEACAM5","VEGFR-3","MUC-16","WIF-1","GZMB","FCRLB","ANXA1","FR-alpha"
"89","RL_SARS_SALI_54-3",7.59452,12.373805,9.478555,5.903145,2.60797,4.44803,6.53248499999999,2.63806,11.928005,6.744825,10.606085,8.137355,5.56174499999999,13.45653,2.719135,9.26943499999999,7.473345,6.98147999999999,0.502655,8.68537999999999,7.26635499999999,0.0877399999999999,-1.27754,7.223305,0.50038,10.8055449999999,0.7582,7.1592,4.32039499999999,8.354405,9.077595,1.947995,4.198865,14.730165,8.169565,5.574155,2.595445,1.072045,1.68047999999999,15.05044,4.060105,5.855115,11.64834,1.359325,6.728725,2.202925,10.29004,7.948345,-0.0757299999999999,12.5182049999999,1.738455,10.56894,4.67415,4.657635,0.53125,0.833054999999999,11.65574,3.41587,3.55429,12.0654799999999,5.162955,7.18455,9.71391,9.831175,12.931305,9.719375,0.358425,6.51358,2.75834,7.78755,6.13951999999999,13.13258,0.643685,7.82285,7.730245,-0.3578,1.93481,0.529084999999999,8.523905,5.50612,6.67806,4.99574,6.422315,1.8561,7.25634,11.3848399999999,6.086345,7.511535,0.86607,5.5885,3.70301,10.6697899999999,9.099765,10.1196349999999,5.30721499999999,2.603415,10.0454599999999,6.47458999999999,9.55142499999999,8.09583,8.07468,9.882525,6.66088499999999,8.717185,7.778535,6.828385,7.062175,7.461835,3.701995,7.36912,7.605745,6.18629,8.463095,5.86651,6.245235,3.83203,4.47520499999999,8.588935,5.820245,6.18663,9.08274999999999,7.38575,8.702005,4.78663,4.823805,10.21636,6.19875,5.196045,5.358275,8.16572,6.53622,9.27686,4.30791499999999,9.85039,6.14971,6.10077,6.19557,4.699085,10.99183,4.244085,9.338815,8.29077,9.52487499999999,10.829065,7.427345,8.61207,7.75585,12.10801,5.52988,7.25112,9.78946,5.12883,4.63729,1.834235,2.36862,7.830475,5.196365,4.51972499999999,4.04378999999999,4.87283,2.178495,9.09542499999999,8.2401,11.0177249999999,6.8663,6.62512,12.169935,1.259725,5.20247999999999,9.395165,10.81721,4.740375,3.864075,4.34742999999999,4.73268,7.730465,5.05494,7.08713,6.84959,2.47513,0.578414999999999,3.25544,6.07663,10.88982
"90","RL_SARS_SALI_61-1",6.87835,11.232955,9.537305,2.854115,1.90875,5.38262,6.81256499999999,2.36866,11.142575,6.70559499999999,10.4495849999999,5.429845,3.65919499999999,12.2379,2.060735,8.945905,4.918105,8.15223,0.488085,8.10616999999999,7.827725,1.32018,-1.30457,3.817195,0.00390000000000001,10.106575,1.47489999999999,6.94919,5.808345,8.468565,9.536525,2.76413499999999,2.691405,13.574185,8.087325,5.292155,1.70536499999999,1.308925,1.60454999999999,13.23773,4.280225,7.858745,10.02386,0.935304999999999,6.091005,2.55897499999999,9.86268,7.081275,-0.0642399999999999,10.330105,3.274115,8.70264,5.84877,-0.632154999999999,1.20758,0.511605,9.44604,2.26696999999999,3.60255,9.9218,6.074645,6.8596,9.00554,7.860955,11.618465,9.26145499999999,0.119815,5.93202,2.99563,8.77126,3.91924,12.81966,0.352255,9.86279,11.180345,-0.27224,0.23373,0.0287549999999999,9.462985,5.19239,6.95194,4.03182999999999,5.615415,1.38478999999999,7.54882,11.2680099999999,5.670235,6.57129499999999,0.27875,6.5424,4.08662999999999,10.37028,7.468645,8.96329499999999,4.65087499999999,3.620955,10.3558799999999,3.90731,8.948635,8.14878,5.30057,8.163805,5.45963499999999,6.034835,8.228105,6.152455,7.70262499999999,6.861395,4.336605,8.52493,7.387365,5.24334,9.663465,7.93276,7.032185,5.38255,4.743385,7.82305499999999,5.307245,7.88261,9.44854,7.50732,8.840845,6.13688999999999,3.282255,9.72584,6.00989,5.273245,4.257835,8.44586,5.02618,9.48786,3.090815,9.86592,5.41433999999999,5.94987,6.57808999999999,5.632205,10.9853899999999,6.543025,7.85775499999999,9.05707,10.1405949999999,9.108965,6.504225,11.3823099999999,4.70107,11.00548,4.58242,5.69132,7.1754,6.78968,4.63505,3.47579499999999,3.62627,6.46172499999999,5.170525,4.321305,3.90765,3.55138999999999,2.278495,6.79137499999999,6.30341999999999,11.662295,5.67043,3.81086,11.219945,3.010315,5.66917,8.11081499999999,7.98282999999999,4.736345,3.717005,3.89034999999999,3.9292,7.694565,3.05347,7.20893,4.55095,3.63370999999999,0.708264999999999,3.01204,3.93820999999999,8.3844
"91","RL_SARS_SALI_66-3",5.9013,11.596885,9.870575,4.963275,2.16438,4.34518,6.498205,1.37526,10.528275,6.50485499999999,10.0437249999999,3.545855,5.239465,11.59926,2.396955,8.996385,6.388745,7.78885,0.534645,9.24813,7.85760499999999,0.266869999999999,-1.21167,7.455255,0.59525,8.740275,0.70882,6.50071999999999,5.961975,8.491285,11.928095,2.755395,4.471795,14.752015,7.95257499999999,5.231805,1.95587499999999,0.812385,1.23078,14.30045,4.743205,5.51263499999999,9.08983,1.720965,6.589195,2.348465,9.39059,7.672105,-0.170749999999999,8.75420499999999,3.770815,9.67113,3.49938,0.0742850000000001,0.43329,1.262885,9.59665,1.63539,3.42823999999999,11.0215699999999,6.324675,6.41973,7.96676,8.493195,12.207535,10.370275,0.190145,5.66636,2.81886,8.08352,6.81513,13.15452,0.414725,6.92000999999999,5.496715,-0.79865,0.41845,0.513805,8.95222499999999,5.6813,6.36455,5.14781,7.006895,1.61726,8.15758999999999,9.39179999999999,5.536025,6.971745,0.79373,5.77361,3.73308,10.28191,8.176915,9.326865,4.707145,3.474065,10.0452199999999,6.4658,9.956105,6.78935,6.56438,10.129725,6.68648499999999,4.593305,7.99870499999999,6.298025,7.887275,7.636475,3.900885,8.13659,7.280645,5.51553,8.668385,6.46839,6.670645,4.78327,4.822345,8.417945,5.956945,6.71574,9.26950999999999,7.50185,8.680945,5.59682999999999,5.09289499999999,9.39975,6.06493,4.580925,5.522695,7.50928,6.8073,9.76827,4.420735,9.48282,6.15179,5.98514,6.30459,3.37225499999999,11.13134,4.589865,9.537035,6.33759,9.733245,10.077765,7.189045,8.94857999999999,5.63295,11.92703,5.74823999999999,6.38005,8.06341,4.74544,4.71674,2.096185,3.72004,8.605445,3.255945,4.471235,4.77882,4.70256,6.458175,8.53266499999999,8.18656,9.270025,6.32297,5.75826,12.1007649999999,1.325645,5.58363,9.421275,10.0587799999999,4.499665,3.834915,4.41773999999999,6.09871,7.840435,3.9543,7.13406999999999,5.93352,3.1834,0.868845,2.07444,5.64945,10.79375
"92","RL_SARS_SALI_72-1",6.23086,11.430515,10.254615,2.658005,2.95976,3.91704999999999,8.071055,2.70598,10.915355,6.943455,9.803995,4.127935,4.030805,12.29143,2.038535,8.707135,7.276555,7.56018,0.944075,8.45258,7.38360499999999,0.65504,-1.20857,6.752495,1.0774,10.0465349999999,0.222269999999999,6.82133999999999,6.221065,8.414165,9.755345,2.743365,3.826865,15.628205,7.88300499999999,5.146095,2.50932499999999,0.820265,1.16014999999999,15.38398,4.492915,5.42911499999999,10.69368,1.539615,6.252195,3.696975,8.2506,7.264765,-0.129429999999999,11.2865849999999,4.796695,11.61682,5.90947,0.0195550000000002,0.79528,1.096865,8.40505,1.57993,2.53782,11.62934,6.15049499999999,6.57885,8.95804,9.129615,10.759065,8.862935,0.547665,6.55154,3.01959999999999,8.24739999999999,4.36487,13.65439,0.911384999999999,6.66478,9.050515,-0.39008,0.485789999999999,1.20160499999999,9.488105,4.29696,6.41193,4.00327,6.974885,3.09363,8.65182,8.73213,6.363935,7.251825,1.85757,5.16793,4.58454,10.37011,8.534785,9.143485,4.708975,3.958895,10.20913,4.64861999999999,9.478075,9.54155,6.64861,8.608485,6.45902499999999,4.881875,7.86202499999999,6.731255,7.675295,7.230865,4.102215,7.85788,7.616795,5.16533,12.297025,8.17559,7.309545,5.46892,4.77123499999999,8.168025,5.613785,7.5015,8.99772,7.49933,8.685565,5.46212,4.321845,9.93972999999999,6.75777,5.724515,5.011825,7.70048,5.43361999999999,10.58511,3.458835,10.43037,6.05016,5.31152,6.76549,3.93562499999999,11.1634,6.450115,8.571265,7.86657,10.296955,12.025765,6.861965,9.64981999999999,7.6256,11.74792,6.35281999999999,7.03804,9.80970999999999,5.6764,4.91388,3.231975,2.93567,7.655015,3.918075,3.676185,5.6229,4.68109,6.69455499999999,8.034955,6.86590999999999,11.970295,4.92967,3.87233,12.538495,2.515215,5.19111,8.792035,8.88630999999999,4.667285,4.487905,3.57457999999999,7.84819,13.260485,1.31267999999999,7.64735,6.45411,3.72164,0.748895,2.80157999999999,3.97518999999999,8.82384
"93","RL_SARS_SALI_42-1",5.2391,11.508645,10.0218949999999,4.409105,2.34791,5.18536,7.090145,2.32046,11.123085,7.33874499999999,9.644095,3.577375,3.87712499999999,10.95164,0.988535,9.652255,7.449625,7.14457,0.646385,8.14325,7.082675,0.184479999999999,-1.64604,6.844885,-0.0942399999999998,10.055495,0.49539,6.73363,5.968225,8.815115,10.063645,3.01223499999999,3.38854499999999,14.770255,7.92480499999999,6.234805,1.96187499999999,0.613735,0.73351,14.98948,4.44925499999999,5.65303499999999,9.93956,0.604215,6.498695,2.056715,9.8756,7.852235,-0.0920099999999999,12.315705,3.763865,12.43083,7.1324,0.446975,0.81099,0.513945,9.69536,1.95864,3.37464,11.53478,6.882505,6.12864,7.88293,8.958665,11.100655,9.708365,0.125315,6.75713,2.80823,8.10647,5.75845,13.44676,0.236295,7.07061,8.342545,-0.58761,-0.0484499999999999,0.865085,9.57486499999999,4.66799,5.74055,4.00005,6.646025,1.34144,9.06416,9.42579,6.105865,8.357025,0.0974300000000001,5.58918,3.25293,10.30687,8.270175,8.86785499999999,3.37382499999999,2.813455,10.29708,6.24037,8.951825,9.69108999999999,5.29857,10.323035,5.81434499999999,4.351255,7.945285,6.875415,7.909145,7.261985,3.525285,7.48501,6.125465,5.42362999999999,9.598835,5.7469,7.101735,5.17587,4.711675,8.167935,5.309185,6.79527,9.11281,7.6746,8.90343499999999,5.45538999999999,3.794855,9.15660999999999,5.45015,4.55688499999999,4.581445,7.94495,5.28922,9.62512999999999,2.977075,9.59054,6.15841,4.88809,6.38643,3.341135,10.63459,5.78769499999999,8.872875,8.41314,9.88177499999999,12.512805,6.991465,11.50156,6.84286,10.92131,6.54822,6.81635,10.60792,5.25482,4.83902,2.650985,2.42663,6.561315,4.612055,5.69244499999999,4.22547,3.96547,1.816085,6.84210499999999,7.40376,10.8907549999999,5.49851999999999,3.67776,12.307145,2.23297499999999,5.70477999999999,9.210835,8.91318,4.842795,4.027905,4.22075999999999,5.22562,7.794785,3.18547999999999,7.55067,4.58361,3.10006999999999,0.468185,1.83899999999999,4.49233999999999,9.09014
"94","RL_SARS_SALI_46-1",6.23529,11.238295,9.160475,5.707695,1.76341,3.22899,7.120065,2.98544,10.736995,6.974475,9.645045,4.284505,2.504805,12.0877,0.567695,8.981725,6.653835,7.03243,0.447745,6.16696,6.438445,0.34471,-1.58571,5.634995,0.11535,9.908175,0.67875,6.4877,5.540585,9.432725,9.747805,1.155435,3.485405,13.927595,7.901785,5.548435,1.648955,0.775135,0.86161,13.83635,4.532145,7.17140499999999,8.15181,1.313005,6.297385,2.65941499999999,9.38576,8.426365,0.04261,12.0886649999999,3.775585,9.21039,2.92603,0.699175,0.21505,0.332795,8.84448,2.07904,2.55536,11.4766699999999,5.517145,5.62036,7.29568,9.324245,11.173735,9.89725499999999,0.166594999999999,6.92157,2.28106999999999,8.77563,5.92983,13.28432,0.333145,5.14532,9.616905,-0.59336,0.22243,0.270165,10.2189349999999,5.46406,6.31159,5.25883999999999,6.76425499999999,1.75295999999999,7.88719999999999,8.14939999999999,6.446765,7.45323499999999,0.34453,5.88758999999999,2.86381,10.3836599999999,8.768075,9.043695,4.929365,2.482755,10.3582899999999,5.3071,9.962035,9.27993,6.48359,9.190165,6.64054499999999,5.069465,7.663575,7.144925,7.522565,7.457945,4.367465,7.31422,7.294185,5.24155,7.717435,6.22937,6.602875,4.90213,4.874145,8.462025,5.93380499999999,7.41839,9.9377,8.64079999999999,8.712125,5.58287999999999,3.986115,9.96337999999999,5.90305,5.47310499999999,5.410625,8.03118,6.0703,10.06158,4.585225,10.33623,6.14926,6.44841,6.24939,4.40077499999999,11.2465,5.900275,8.281125,9.1149,9.844915,9.632735,7.208815,9.33098999999999,6.29261,12.02019,5.22366,7.1201,9.75257,5.92271,4.62979999999999,2.156845,3.81342,7.52056499999999,5.658785,2.878485,4.14308999999999,3.47024,2.798485,7.96645499999999,6.69192,9.136485,5.30796999999999,5.72007,12.141605,1.648565,5.69702,9.223225,9.90333,4.142315,3.676415,3.76076999999999,5.43736,7.903245,5.51122999999999,7.20193,4.20512,4.69417999999999,-0.0224549999999998,2.18745999999999,5.50518,9.90911
"95","RL_SARS_SALI_48-5",6.59818,12.882155,8.158685,5.474015,2.69719,4.10729999999999,6.765205,3.59255999999999,10.737965,8.72451499999999,10.183105,5.335185,3.260675,12.46849,1.717165,11.0116149999999,7.526985,7.40541999999999,0.875904999999999,7.69865,7.982535,0.786589999999999,-1.08312,7.227195,0.8551,10.622785,0.66413,7.65558,5.244105,6.85652499999999,9.083005,2.924685,3.506875,15.605215,7.90942499999999,6.178895,2.037645,1.166475,1.10553,16.35235,4.03337499999999,5.06620499999999,9.48605,1.45906499999999,6.177785,2.44088499999999,9.21904,8.909625,0.03992,12.6785649999999,2.763015,9.72445,4.2148,0.829655,0.73664,0.991404999999999,9.49596,1.24737,3.20697999999999,11.2804299999999,5.943675,7.22536,8.64336,8.813485,11.355995,10.247345,0.638305,7.53399,2.91008,8.07228,6.98565,13.7627,0.805914999999999,6.53133,4.825385,0.782359999999999,0.77352,0.806634999999999,10.533645,5.4061,6.46404,4.41138999999999,5.996935,1.87836999999999,7.88934,8.86155999999999,6.603975,7.969615,2.40332,6.36135,3.86393,10.2890799999999,9.797445,10.951455,4.499165,2.226265,10.46462,5.82576,9.16298499999999,10.16298,6.49672,9.893415,5.75885499999999,6.142955,8.058535,7.529785,8.282795,7.172285,4.059895,7.8376,6.634425,5.22537999999999,8.915515,5.49646999999999,7.076525,4.8659,5.044005,8.544825,5.957285,6.92532,9.31687,5.99355999999999,8.482025,4.66559999999999,4.214065,10.12759,6.19325,5.621445,6.068695,8.5957,5.58076,8.90323,3.625195,10.79464,6.41271,5.0693,6.15987999999999,2.884155,10.8562699999999,5.776845,8.999665,9.16647,10.2639049999999,10.144255,7.222945,10.8116899999999,8.24316,11.58568,5.90522,7.8022,9.24982,6.46981,5.01896999999999,2.990455,3.70500999999999,6.982235,3.305045,9.258065,4.05265,4.79124,2.541685,8.248455,7.28083,12.007405,5.80106,5.76395,10.628255,1.667195,4.99663,9.011235,10.1854799999999,4.76738499999999,3.910805,5.04353,4.2388,8.201555,3.35309,7.51246999999999,5.55072,3.54049999999999,1.182035,2.8787,5.26608,9.77419
"96","RL_SARS_SALI_51-3",5.99454,12.0364849999999,8.320195,4.159925,2.13492,3.53003999999999,6.96613499999999,2.94482,11.137625,7.279565,9.414645,4.345005,4.156985,11.28714,1.532695,11.7135049999999,8.157975,6.4262,0.481495,7.80725,6.750095,1.20664999999999,-1.68839,6.931915,0.07641,10.9157249999999,0.707249999999999,5.81667,4.673515,6.527675,9.565045,2.599735,2.905735,14.886135,7.66604499999999,6.642515,1.78443499999999,1.196955,0.78581,13.95219,4.29216499999999,6.33413499999999,9.08453,1.225175,6.097475,2.063415,9.55975,8.552945,0.10671,12.5484149999999,1.987235,10.69144,4.70892,0.446005,1.11303999999999,0.280215,10.04153,2.45463,2.50570999999999,11.8808999999999,5.708545,6.27067,7.7521,9.708235,12.108855,9.84085499999999,-0.034945,7.92786999999999,2.38574,8.04608,6.12448,13.6473,0.236624999999999,6.81573,8.838945,-0.59215,-0.3389,0.926125,9.031845,4.65255,6.99657,4.36618,5.875795,2.09268999999999,7.93405,9.50875999999999,5.943465,8.392585,0.34914,6.694,2.75609,10.26395,9.930895,9.929665,3.943765,1.91683499999999,10.2260999999999,5.44044,9.38652499999999,9.30862,8.41593,9.922005,6.18198499999999,5.116305,7.61150499999999,7.682075,8.180185,7.233335,3.985925,6.6425,6.810275,5.09956,9.43842499999999,5.00442999999999,6.512545,4.13982,4.599275,8.475195,5.546945,6.54455,9.32013999999999,5.65348,8.77139499999999,4.31810999999999,3.601525,9.96019999999999,6.06058,5.653175,5.978385,8.47897,5.30947,9.36347,3.586345,10.6266299999999,6.22775,5.38443,6.40074999999999,4.64407499999999,10.44336,5.906445,9.18704499999999,7.17923,9.921795,10.992255,6.608745,8.639,8.23009,11.72258,6.32132,8.33005,9.39952,6.53185,4.48486,3.187415,3.46407,6.77239499999999,4.601935,4.553615,3.41226,4.173,1.686265,8.586405,6.58658999999999,11.339925,5.47507,4.97446,11.970735,0.951014999999999,4.7337,9.195175,10.34777,4.463805,3.70938499999999,4.37093999999999,5.36396,7.546015,5.40198,7.16402999999999,5.71272,2.94227999999999,0.922765,3.0209,4.8194,9.55791
"97","RL_SARS_SALI_54-5",7.5953,12.717495,9.59626499999999,5.741165,2.60024,4.11299,6.762455,3.03946,12.671755,7.26213499999999,10.4532549999999,8.124505,6.111115,12.74353,2.046645,9.73742499999999,7.059855,7.39326,0.777865,8.96403,7.65847499999999,0.334549999999999,-1.36101,8.023835,0.71493,10.803995,1.263,6.96734,4.424145,8.358065,9.199665,2.24001499999999,4.535415,14.327155,8.498925,5.935415,3.775655,1.029405,1.57275999999999,15.17167,3.99433499999999,7.02441499999999,10.70401,1.635605,6.774185,3.326675,10.1442199999999,8.252825,0.38484,12.454785,2.198915,12.67385,5.17232,4.781865,0.2459,0.898315,11.26572,3.05455999999999,3.56252999999999,11.7101999999999,5.156325,6.77632,10.35665,9.660775,12.326535,9.721145,0.233874999999999,6.76817,3.00438,7.84431,6.09381999999999,13.38712,0.628034999999999,7.99081,8.609185,-0.34836,1.76174,0.805775,7.92292499999999,5.36398,6.3058,5.15607,6.94863499999999,1.65837,7.89484999999999,11.4360399999999,6.476235,7.899615,0.70724,5.73665,3.3336,10.6236399999999,9.079395,10.4866549999999,5.32574499999999,2.984965,10.05871,6.34721,9.579635,9.34946,8.11183,9.967365,6.79057499999999,8.853895,7.827595,7.135325,7.181215,7.473465,3.791105,7.82917999999999,7.650015,6.37457,10.140415,6.04878,6.266795,4.03848999999999,4.44985499999999,8.615855,5.996395,6.53928,9.06889,7.45726,8.669915,4.7959,5.296655,10.36286,6.78675999999999,5.081405,5.667385,8.39327,6.42897,9.3211,4.153835,10.30311,6.13847999999999,5.95048,6.34192,4.352225,11.3122,4.573795,9.411665,8.47415,9.65605499999999,13.166435,7.627935,9.90482999999999,7.80021,12.30575,6.26469,7.65466,10.78081,5.44245,4.52987,2.275605,3.03882,8.461885,5.184195,4.107485,4.25667,4.98165,2.242235,8.90778499999999,7.91771,12.332405,6.86466,6.40479,12.523455,1.071375,5.38217,9.440995,10.6193099999999,4.727935,4.002885,4.73144999999999,5.60771,8.183465,4.81891,7.2653,7.53491,2.75936999999999,0.905375,2.99611,6.27309,10.84524
"98","RL_SARS_SALI_61-3",6.362,11.286165,9.359935,3.082145,2.23706,5.64877999999999,6.960965,2.21881,11.052845,6.471425,10.5020549999999,4.068575,3.784885,11.76583,2.123355,9.291875,4.984425,8.22435999999999,0.713445,8.68695,7.442045,1.35587,-1.23656,3.874935,0.59516,9.970935,1.52755,6.82855999999999,5.885085,8.559795,9.538165,2.880905,2.790355,13.694945,7.94048499999999,5.584375,2.12708499999999,1.322935,1.80017,13.44348,4.223965,7.92031499999999,9.90393,1.238255,6.210395,2.56500499999999,10.01295,7.35847499999999,-0.0367599999999999,10.169825,3.452465,8.85152,5.96866,0.456005,1.10368999999999,0.723965,9.17672,1.87906,3.66592,9.93291,6.115545,6.78386,8.91186,7.781985,11.999925,8.90849499999999,0.577125,5.97535,2.99917,8.77745,3.93073,12.98529,0.588625,9.43294,10.642515,0.387979999999999,0.34722,0.497934999999999,9.172645,5.06178,7.01659,3.96850999999999,5.895735,2.05838999999999,7.43495,10.6890399999999,5.584895,6.498885,0.94307,6.39954,4.24711,10.2850299999999,7.419045,8.95081499999999,4.511785,3.524505,10.24931,3.9448,8.844435,8.08934,5.12726,8.168595,5.44197499999999,4.719115,8.067915,6.007125,7.602875,6.759185,4.274755,8.50008,7.321425,5.17112,9.586545,7.69636,6.938695,5.27084,4.608165,7.614845,5.312075,7.74344,9.34696,7.57486,8.841995,6.09089999999999,3.125685,9.5017,5.58735,5.364375,4.298185,8.2221,4.96762,9.6615,3.072455,9.90492,5.4631,5.68919,6.47633,5.196235,11.1359199999999,6.707825,7.77678499999999,8.96381,10.023985,9.144455,6.430615,11.3365299999999,5.13903,10.92571,4.47277,5.44781,7.03459,6.91589,4.69527,3.347335,3.79467,6.487135,4.942455,3.71954499999999,4.01191,3.59346,2.351915,6.81568499999999,6.28494,10.691125,5.52488999999999,3.13089,10.596605,2.867765,5.50324,8.096575,8.03260999999999,4.68846499999999,3.518255,3.89577999999999,3.9964,7.609585,2.90199999999999,7.18583,4.24421,3.42347999999999,0.495045,3.16648,3.89112,8.33134
"99","RL_SARS_SALI_67-1",7.06616,12.005735,10.2664949999999,4.476235,2.80001,5.01813,8.394405,3.44056,11.828535,7.96442499999999,10.779575,5.762505,3.568645,13.18326,1.358225,10.976775,8.691345,8.30213,0.647355,7.44439,8.219675,0.48434,-0.89311,6.765985,0.3756,11.304865,0.59261,6.97362,5.929885,8.756975,9.993095,2.587835,3.368495,16.784515,8.702375,6.260695,1.73568499999999,3.124835,1.23623,16.13214,4.597035,6.938565,10.68249,1.195815,6.629425,2.024295,9.61863,8.84466499999999,-0.0508899999999999,13.177505,3.896035,12.38668,5.24432,1.998355,0.65312,1.193815,9.49883,2.06928,3.62753,11.95507,7.340075,7.04507,11.06059,10.754185,11.327125,10.636105,0.262305,8.33471,3.57573,8.88435,7.05452,13.89695,0.596444999999999,7.9249,9.027855,-0.62872,0.83798,1.133185,10.671485,5.67694,6.48467,5.27873999999999,6.795745,2.50413,10.0693799999999,8.91928999999999,6.712835,9.073735,0.79196,6.5068,4.29479,10.44826,10.336615,9.74951499999999,5.118465,2.810435,10.2906299999999,6.25717,9.27354499999999,9.93287,7.73476,10.137225,6.62502499999999,6.521745,7.95267499999999,7.807555,8.418875,7.484565,4.333325,8.83379,7.922445,6.1927,11.374825,7.13836,7.131515,5.36329,5.089655,8.90078499999999,6.511835,6.88431,9.38229,7.91693999999999,8.805395,6.8862,4.185995,10.20107,7.6278,6.42395499999999,6.685645,8.90145,6.19792999999999,10.38595,3.957945,11.0020899999999,6.55458,5.96073,7.02696999999999,3.781465,11.56004,5.97087499999999,9.157965,9.13421,10.362305,12.800075,7.369415,11.5224799999999,9.18939,12.09322,6.54191,9.09957,11.24427,6.06313,4.82112,3.110995,4.75488,8.342765,4.607365,9.502955,4.84361,5.63044,6.547355,8.29713499999999,7.83653,9.952265,5.58582,5.04209,12.545565,2.403375,5.84328,9.458955,9.0165,4.81411499999999,4.460825,5.18335999999999,7.75857,7.769075,4.45692,7.62492,7.36567999999999,3.94799,2.458585,3.56282,5.44473,10.38803
"100","RL_SARS_SALI_72-3",5.84007,11.214725,10.236585,2.125625,2.3326,3.81712,7.13003499999999,2.07469,10.594415,5.73993499999999,9.77279499999999,4.160895,3.582275,11.82434,1.772665,7.36166499999999,5.448655,7.69511,0.665215,6.7676,7.43887499999999,0.3868,-1.45607,6.511005,0.52613,8.687695,0.82771,6.35605,6.087235,8.511465,9.696815,2.749265,3.630105,14.325705,7.63644499999999,4.580105,2.22489499999999,0.768705,0.92131,13.56956,4.55407499999999,5.23791499999999,10.32041,1.26491499999999,6.217875,3.470725,8.35876,6.319805,-0.253019999999999,9.259975,4.850645,10.51014,5.99510999999999,-0.0881849999999999,0.305149999999999,1.155855,8.20266,1.09361,2.49193999999999,11.50593,5.971085,6.30138,8.73563,8.223605,10.251915,9.005945,0.257075,4.58299,2.28859,8.19176,4.28419,12.55938,0.518125,6.28049,8.062985,-0.53137,0.15241,0.759975,8.907345,3.45311,6.34776,3.82384999999999,7.001165,2.95108999999999,8.04218999999999,8.10198999999999,4.998315,5.176795,1.6671,4.99746,4.57170999999999,10.2624299999999,6.838565,8.888845,4.47384499999999,3.377195,10.17635,4.56692999999999,9.462965,7.40367,6.46015,8.458455,6.38676499999999,4.886705,7.84916499999999,4.748795,7.60767499999999,7.101575,3.712745,8.0398,7.517215,4.99841,9.58894499999999,7.96213,7.345395,5.37424,4.674775,7.821655,5.413555,7.4761,9.00982,7.64793,8.569885,4.44535999999999,4.301845,9.52153,5.77475,5.617995,3.659345,6.34596999999999,5.28186,10.5244399999999,3.374905,9.23608,5.97474,5.37957,6.77611,3.939455,11.16289,6.326925,8.54158499999999,7.9726,10.411635,10.997265,6.804765,9.78635999999999,5.44861,11.73221,6.02951,5.49058,7.90042,5.60304,4.43614,2.847325,1.62706999999999,7.493895,3.761685,3.776875,5.62123,4.60314,6.81491499999999,7.82210499999999,6.27411,12.142705,4.76646,3.61038,11.994435,2.229005,5.28459,8.748695,8.60853999999999,4.667975,4.494735,3.75057999999999,5.61534,13.210225,1.65293,7.62447999999999,6.29869999999999,3.1784,-0.343144999999999,2.82796,3.60635,8.82429
