"","Assay","IL8","VEGFA...3","CD8A","MCP-3","GDNF","CDCP1","CD244","IL7","OPG","LAP TGF-beta-1","uPA","IL6...13","IL-17C","MCP-1","IL-17A","CXCL11","AXIN1","TRAIL...19","IL-20RA","CXCL9","CST5","IL-2RB","IL-1 alpha","OSM","IL2","CXCL1","TSLP","CCL4","CD6","SCF...31","IL18","SLAMF1","TGF-alpha...34","MCP-4","CCL11","TNFSF14","FGF-23","IL-10RA","FGF-5","MMP-1","LIF-R","FGF-21","CCL19","IL-15RA","IL-10RB","IL-22 RA1","IL-18R1","PD-L1","Beta-NGF","CXCL5","TRANCE","HGF...53","IL-12B","IL-24","IL13","ARTN","MMP-10","IL10","TNF","CCL23","CD5","CCL3","Flt3L","CXCL6","CXCL10","4E-BP1","IL-20","SIRT2","CCL28","DNER","EN-RAGE","CD40","IL33","IFN-gamma","FGF-19","IL4","LIF","NRTN","MCP-2","CASP-8","CCL25","CX3CL1","TNFRSF9","NT-3","TWEAK","CCL20","ST1A1","STAMBP","IL5","ADA","TNFB","CSF-1","TXLNA","VEGFA...95","CPE","KLK13","CEACAM1","MSLN","TNFSF13","EGF","TNFRSF6B","SYND1","TGFR-2","IL6...105","CD48","SCAMP3","LY9","IFN-gamma-R1","ITGAV","TRAIL...111","hK11","GPC1","TFPI-2","hK8","VEGFR-2","LYPD3","PODXL","S100A4","IGF1R","ERBB2","ERBB3","SCF...123","SPARC","GZMH","TGF-alpha...126","FURIN","CYR61","hK14","FADD","MetAP 2","PVRL4","FASLG","EPHA2","ITGB5","Gal-1","SEZ6L","GPNMB","CAIX","MIA","CTSV","CD27","XPNPEP2","ERBB4","HGF...145","ADAM 8","5'-NT","CDKN1A","DLL1","MK","ABL1","FGF-BP1","TLR3","LYN","RET","VIM","TNFRSF19","CRNN","TCL1A","CD160","TNFRSF4","MIC-A/B","WISP-1","CXL17","PPY","S100A11","AREG","ESM-1","CD207","ICOSLG","WFDC2","CXCL13","MAD homolog 5","ADAM-TS 15","CD70","RSPO3","FR-gamma","CEACAM5","VEGFR-3","MUC-16","WIF-1","GZMB","FCRLB","ANXA1","FR-alpha"
"77","RL_SARS_SALI_41-1",9.00825,13.0050449999999,9.11404499999999,4.505685,2.47368,4.99444,6.580785,2.53137,12.015365,6.846105,11.057165,12.865555,6.25435499999999,13.62715,3.680375,9.879455,7.368405,8.59055,0.884525,11.14839,7.150345,1.17836,-0.97882,9.270075,0.45997,10.5389249999999,0.911389999999999,7.80134999999999,5.218285,8.537525,11.602705,3.393985,5.007295,15.545595,7.83758499999999,6.080215,8.29907499999999,1.096905,2.21785,15.48044,3.72110499999999,8.233555,12.22178,2.960295,7.232625,2.714435,10.28695,9.049395,0.50387,10.2761649999999,3.942685,12.95457,6.22053,3.078875,0.56865,2.204595,10.94835,3.41094,4.19842,10.67888,6.623365,7.6555,9.4839,8.24350499999999,12.8652649999999,10.1149649999999,0.267694999999999,6.73014,5.39685,8.97740999999999,8.03709999999999,14.24569,0.821275,7.05265,8.541535,-0.51514,2.48275,0.604645,9.894065,5.94246,6.49845,5.15283999999999,9.77466499999999,1.30859999999999,9.95785,11.26887,6.236685,8.256965,1.2537,7.15363,4.2832,10.77414,9.280745,10.376715,4.740275,3.06208499999999,10.4186299999999,6.35671999999999,9.28500499999999,8.5531,8.77608,10.592295,7.91945499999999,13.670145,8.338535,7.359755,7.942055,7.936495,3.323535,8.67217,8.011395,6.41061,11.790875,7.32987,6.678965,4.56452999999999,5.155415,9.187525,7.039785,6.44768,9.11343,7.43227999999999,8.947395,5.89284999999999,5.226845,9.80949,6.2801,3.12872499999999,4.904485,7.58099999999999,7.97216,10.47851,5.430855,10.08847,6.65105,5.63497,6.06187999999999,5.12243499999999,10.2994899999999,4.453275,10.528575,6.89203,9.810485,13.558815,8.401115,9.92274999999999,8.4436,12.49009,5.95317,7.40864,11.2034299999999,6.30383,4.80758,2.66416499999999,5.47089,10.937795,5.159515,7.540315,7.36975999999999,6.01728,5.592905,9.968035,7.66092,11.703925,6.12068,5.22607,12.790735,2.23386499999999,5.76782,9.494545,8.72054,4.552135,3.80658499999999,4.28586999999999,9.39547,8.067275,3.10587,7.66918,7.16894,2.97631,1.545175,4.17648,6.42953,11.12037
"78","RL_SARS_SALI_45-1",8.28693,13.367605,9.106895,6.624525,3.4577,4.90838,7.355325,3.87053,11.835385,7.522475,11.177245,5.551525,5.542675,13.2399,0.410935,10.953195,7.797745,7.39506,0.719824999999999,9.47842,8.344005,0.02883,-1.60728,5.726185,-0.556069999999999,12.001695,0.84057,6.40546,4.420955,8.579605,10.265275,2.09709499999999,3.863425,16.307795,8.31370499999999,6.258005,2.16491499999999,2.186485,1.59432999999999,16.40231,4.521495,3.79245499999999,10.34664,1.308815,6.761015,1.54786499999999,10.19226,9.265315,0.50852,12.653565,2.730535,13.176,4.6234,1.635935,0.289389999999999,1.521795,11.88076,3.54133,4.05549,11.9365099999999,5.693385,7.35922,9.33585,9.901285,12.3950149999999,10.1464949999999,0.103855,7.85706999999999,5.16906,8.79596,7.62732999999999,14.07856,0.417664999999999,7.11847,8.871955,-0.70686,0.00392999999999998,7.197895,8.136185,7.08271,7.55066,5.39312,7.10997499999999,1.42859999999999,9.99882999999999,9.05406,7.025875,8.749335,0.15314,6.59923,3.48474,10.7354899999999,10.074805,11.085405,4.96426499999999,2.791555,10.27794,6.91217,9.87621499999999,10.16749,8.82026,10.252555,7.095345,6.154425,7.673365,8.372365,7.385365,7.72697499999999,4.257885,7.6712,8.372145,6.85595,11.2407849999999,7.59256,6.496085,5.07976,4.932275,9.149145,6.805395,6.82602,9.04573999999999,7.60858999999999,8.670915,5.12522,4.522065,10.54023,7.77059,7.219205,7.013335,8.59696,7.28931,9.14857999999999,4.831745,10.91536,6.69408999999999,5.77163,6.76598999999999,5.212515,11.56617,5.178165,9.35868499999999,8.05942,9.861615,13.514935,7.533525,10.2484299999999,9.15176,12.15565,6.33154,9.15054999999999,9.98143,4.24839,3.96713999999999,3.224375,4.81113,9.749005,6.024425,5.107785,4.77618,4.99633,6.708615,8.951075,7.56156,12.002095,6.43206,6.89116,12.532325,2.086585,5.80115,9.710005,11.72726,5.01240499999999,4.47472499999999,4.35930999999999,9.13644,8.166675,5.14626999999999,7.52577,8.07559,3.28569999999999,0.592844999999999,3.26381,6.71166,11.17398
"79","RL_SARS_SALI_48-1",6.65489,12.435835,7.667845,6.225575,2.4125,4.69647,7.319125,4.15234,11.122335,7.82406499999999,10.3455449999999,5.692995,3.017425,12.36845,0.797375,11.192985,8.048275,6.50714,0.278394999999999,9.99182,6.63722499999999,-0.0705599999999999,-1.59005,6.752845,-0.371629999999999,10.986995,0.36266,6.89995,5.347065,6.718315,10.008575,2.72220499999999,2.976185,14.972255,7.06331499999999,7.295685,1.03207499999999,0.929885,0.753899999999999,16.1130599999999,4.77842499999999,5.458155,11.1991,1.18247499999999,6.488795,1.875915,10.15847,9.054085,0.04168,12.724725,2.601225,10.6451,5.36467,0.605705,0.56509,0.508875,9.6847,2.09171,2.76987999999999,12.26803,5.845165,6.38597,8.37824,8.835395,13.739345,10.772775,0.200335,8.8109,2.3765,8.30585,6.86515999999999,13.94935,0.247005,7.77133,8.757185,-0.48614,0.04836,0.334254999999999,10.825755,6.03666,5.94137,4.27253999999999,6.158025,0.63473,8.11138,8.58053,6.656985,8.856375,2.7097,7.24222999999999,3.22735,10.61278,10.465295,10.309965,4.450085,2.243745,10.4720699999999,5.01207999999999,9.06829499999999,9.69066,7.13598,9.865545,5.991925,6.478625,8.499175,8.019385,8.454585,7.420585,4.244155,6.81009,6.80486499999999,5.38289,9.118095,5.74916,7.184725,4.91282,5.130615,8.619995,6.128825,7.0874,9.32372,5.78332,8.676095,4.79008999999999,3.716875,11.19014,5.73607999999999,5.714625,6.924025,8.77316,5.10194,8.86818999999999,3.379285,11.0745399999999,6.52091,4.84425,6.34948999999999,3.75307499999999,10.63825,5.09981499999999,9.19228499999999,9.29424,10.8722749999999,11.013575,7.208345,11.12806,9.51917,11.64899,6.43718,8.86288,9.30484,6.96891,4.7915,3.545365,4.54014,6.49358499999999,3.134265,7.38599499999999,3.72500999999999,4.69519,3.059225,8.36356499999999,7.13235,11.981015,6.36595,6.14187,11.134965,1.919635,5.27031,9.127145,10.08333,5.025945,4.130545,6.04828999999999,4.60686,8.423495,3.35836,7.52114,5.37127,4.09197,2.416655,4.07732,5.47647,9.36271
"80","RL_SARS_SALI_50-5",6.21192,12.6272549999999,8.672285,5.646105,1.61287,3.29783,7.828335,3.47615,11.446525,7.846665,10.0166049999999,4.651095,4.340875,11.95493,0.838384999999999,11.797445,8.684655,7.6388,0.272464999999999,8.63735,7.52423499999999,0.41272,-1.56542,6.405555,-0.100939999999999,11.7518549999999,0.65372,6.20970999999999,5.127055,8.512635,9.839815,2.89781499999999,3.352705,15.508785,8.216775,6.056185,1.55901499999999,0.787605,1.02277,15.92514,4.318085,6.04984499999999,8.16381,1.74573499999999,6.764325,3.335165,10.35979,9.252255,0.04507,12.5677349999999,2.730955,11.18157,4.31095,0.371485,0.45682,0.451125,9.67064,1.88808,3.26675,11.58786,6.424125,6.8532,8.44784999999999,10.410215,12.240255,10.7228949999999,0.109385,8.54469999999999,3.14693,8.71177,6.51263999999999,13.9907,0.566794999999999,6.80343,8.818445,-0.34911,-0.08211,0.00392499999999995,9.550975,5.92111,7.4114,5.18313,6.447045,1.52104999999999,8.20243,8.42662,6.613405,9.868545,0.34311,6.77458,3.32363,10.4801399999999,10.670515,10.369775,4.515615,2.485205,10.40565,5.68529,9.67500499999999,9.63608,8.19904,10.0449349999999,7.22474499999999,5.475025,8.375865,8.320865,8.404325,7.629785,4.204675,7.98616999999999,7.90805499999999,5.58298,10.047515,6.59155,6.998345,4.63538,4.834565,8.764885,6.410115,6.6499,9.86796,7.52752,8.886045,4.49987999999999,4.082075,10.11915,6.06508,5.43061499999999,6.849295,8.85436,6.89429,9.01608999999999,4.875165,11.1490599999999,6.59471,6.14554,6.49176,4.563535,11.48761,5.45332499999999,10.0359449999999,2.1269,10.4038049999999,11.516995,7.047285,10.1057099999999,9.14021,12.41498,6.35263999999999,9.33729,9.60667999999999,6.7448,4.5068,3.417335,5.11105,8.645835,3.509825,5.356695,4.67498999999999,4.82725,7.255815,9.42579499999999,6.39929,12.289625,5.60307,5.40961,12.083275,2.023495,5.45071,9.501485,9.02658999999999,4.65538499999999,4.12891499999999,5.01076999999999,6.80228,8.377465,3.82435,7.39068,5.30269,2.87136999999999,0.155524999999999,3.53169,5.42396,10.32657
"81","RL_SARS_SALI_53-5",6.00732,11.603465,10.008685,4.881405,1.89004,4.98534,6.154495,1.53246,11.302055,6.104175,10.288905,3.815025,3.409715,11.57634,1.476845,8.797415,4.905375,7.00282999999999,1.218735,8.63003,8.123085,1.35163,-1.22334,5.439845,0.40402,8.361165,1.04958999999999,5.88463,4.842305,8.060455,8.752545,3.45175499999999,3.24944499999999,13.034945,7.611565,6.036605,2.47218499999999,1.084745,1.49318999999999,14.35673,4.43479499999999,7.24633499999999,8.35697,1.702115,6.568775,2.310445,9.85217,7.603075,0.07132,11.023135,3.004095,9.48492,3.54234,0.139715,0.32843,1.430915,10.24068,1.77416,2.95519,12.23444,5.925435,6.64663,7.75932,7.475235,12.235425,8.945595,0.401914999999999,4.25726,2.51633999999999,8.36686999999999,6.04471,13.13938,0.732645,5.99597,9.436365,0.156419999999999,0.54741,0.493734999999999,9.058685,4.06913,6.018,4.64767,6.440075,2.64955,7.74969,9.41622999999999,4.719205,5.34188499999999,1.37006,5.31226,3.80874,10.3653799999999,7.018185,9.241155,4.45051499999999,2.829425,10.09958,6.70376,9.31848499999999,5.80091,7.02812,9.58303499999999,6.453465,4.679175,8.022795,4.972465,7.922045,7.644645,3.311285,7.24635,7.301975,5.28004,7.937095,5.22991,6.838715,4.61938,4.819335,7.54487499999999,5.722265,6.66763,9.67498,6.96904999999999,8.07910499999999,4.2865,3.784365,9.42987,5.22337,4.815585,3.685695,6.83408,6.13333,9.32272,4.302865,9.09269,6.02546,5.73979,6.29848,4.23579499999999,11.15443,5.506035,9.357035,8.03096,10.1239849999999,9.667035,6.985615,9.76832,5.62364,11.74502,4.32487,5.69918,6.93544,6.11,4.25744999999999,3.210285,2.07048,7.496415,4.496345,4.106595,4.41971,4.33884,6.618335,8.181795,7.81317999999999,9.16880499999999,5.64424,5.08815,11.448455,1.064655,5.46492,9.273435,9.86919,4.232955,4.692425,4.74608999999999,4.31183,8.000285,3.90052,7.32602,4.96493999999999,2.72824999999999,-0.183895,3.66827,4.83374999999999,10.09739
"82","RL_SARS_SALI_60",9.05985,13.297335,10.013065,6.202015,3.24229999999999,4.93715999999999,7.408665,3.62174,11.768755,7.796745,11.083205,8.168495,4.43918499999999,13.58844,1.547265,8.682115,7.877285,6.54876999999999,0.417455,7.57653,5.554665,0.23224,-1.26837,7.924535,0.37122,11.0225949999999,0.6773,7.44959,4.72786499999999,6.78098499999999,10.053915,2.773955,3.705095,14.536885,8.38713499999999,7.787215,1.20900499999999,0.792895,0.670119999999999,15.45403,5.04300499999999,6.08718499999999,13.08124,0.621794999999999,6.591835,2.459145,10.77098,8.868065,0.16038,11.6027449999999,2.444085,11.95904,6.82154,1.263465,0.629239999999999,0.371375,9.28337,3.07672,2.92305,12.81053,6.077605,7.06007,9.46473999999999,9.283725,10.576435,10.0594849999999,0.379775,7.52888,2.32341999999999,7.95771,7.7239,13.75296,0.655624999999999,5.68047,5.654835,0.0264799999999998,0.86145,0.594925,10.040325,5.23181,6.85529,3.87612,6.754195,2.19082,7.89413,11.7246099999999,6.012545,8.975815,0.66384,6.33421,3.68365,10.82181,10.200175,10.947125,4.74860499999999,2.978885,10.32283,3.50023,9.57224499999999,10.0804499999999,8.49835,8.909555,6.096755,8.676645,7.69273499999999,7.667095,7.191845,7.393835,4.199945,6.83207999999999,7.492675,6.53909,9.984665,7.30926,6.647095,3.71382,4.49960499999999,8.61721499999999,6.081305,6.8205,9.15992,5.72521,8.83802499999999,4.19154,4.215725,11.32268,5.69117999999999,6.813935,5.449395,8.16168,5.33235,9.37442,3.215275,10.69593,6.08225,4.87632,6.31039,4.385775,11.21969,5.211555,7.88476499999999,8.64603,9.708385,12.130905,7.79299499999999,10.2992099999999,7.8104,11.8409,6.15682999999999,7.83138,6.43371,5.69637,4.49306,3.474455,4.04903,6.391775,5.157285,4.775085,3.11618999999999,4.26361,2.214845,7.84297499999999,5.58533,11.382525,6.37057,3.86606,11.898415,2.430605,5.50143,8.719625,10.72496,4.673595,4.784335,4.19059999999999,4.92206,8.147245,1.46234999999999,7.25795,7.10574,2.89363999999999,0.00969500000000023,4.30632,7.78052,8.55374
"83","RL_SARS_SALI_66-1",5.94376,11.680395,9.851325,5.488085,2.08069,4.51619,7.312445,2.18142,10.599755,7.151095,9.96481499999999,3.813345,4.638265,11.73137,2.104945,9.50195499999999,8.193885,7.50919,0.699865,9.40842,7.610215,0.487789999999999,0.486559999999999,7.666665,0.59807,10.263515,0.320559999999999,6.44618,5.804895,8.321425,11.405785,2.93783499999999,4.434325,14.644245,7.58306499999999,5.557185,1.93179499999999,0.865475,1.18792,15.02798,4.597825,5.40380499999999,9.13641,1.706365,6.556075,2.48900499999999,9.51455,8.729415,-0.0422599999999999,10.822215,3.122405,9.91264,3.31426,0.237955,0.54996,1.237355,9.56256,1.66843,3.39483,11.26197,6.157255,6.56841,7.81015,9.132345,12.682575,10.1077249999999,0.418235,6.80102,2.64848,8.08842999999999,7.03496,13.83573,0.687484999999999,7.26967,6.010925,-0.77992,0.53817,0.629565,9.148715,5.456,6.24154,4.98434999999999,6.915425,1.35609,8.15723999999999,9.44593999999999,6.716535,8.140475,0.98204,5.77225999999999,3.98087,10.33696,9.818065,9.501155,4.65814499999999,3.289945,10.07081,6.34333,9.941225,7.52317,6.66207,10.245435,6.59419499999999,4.791235,8.022135,7.738115,7.88904499999999,7.693325,4.080795,7.87038,7.16114499999999,5.36999,8.41430499999999,6.21798,6.622825,4.53126,4.78417499999999,8.363335,6.085745,6.64351,9.26586,7.33613,8.901345,5.69834,5.095845,9.63825,5.68324999999999,4.551015,5.592725,8.42731,6.72065,9.90992,4.330945,10.52404,6.45099,6.03455,6.10619999999999,3.29229499999999,11.14222,4.628895,9.64666499999999,6.33171,9.665295,10.310905,7.254045,8.92301,7.27351999999999,11.94511,5.71303999999999,7.9391,8.30641,4.96929,4.89508,2.515525,5.29052,8.473745,3.138455,5.607735,4.54811999999999,4.62155,6.565355,8.55650499999999,8.07738,9.247335,6.04744,5.61539,12.176655,1.078195,5.47061,9.517225,10.16721,4.706645,3.695105,4.40782999999999,6.00269,7.869585,3.99927,7.17729,5.79528,3.1308,1.210115,1.97748,5.84546,10.94447
"84","RL_SARS_SALI_71-5",5.67954,11.535865,9.810155,3.653995,1.83117,4.28632999999999,7.046125,2.374,10.455355,6.58611499999999,10.022565,4.767505,2.62470499999999,11.02858,2.123955,9.32581499999999,6.906405,7.69395,0.437855,7.82475,5.861955,0.602889999999999,-1.21235,5.207645,0.17766,10.666225,1.09398999999999,6.09626,4.822175,8.741935,8.810685,2.720225,2.417815,14.022695,7.026325,4.189205,2.735925,0.819885,0.6699,14.09826,3.45530499999999,3.09219499999999,9.36748,0.640525,6.004535,1.567605,9.261,6.870865,-0.0327899999999999,12.231295,4.764205,9.12165,7.05118,1.268115,0.47258,1.251005,9.14176,1.7361,3.07843999999999,11.2314899999999,5.985105,6.29542,7.9545,9.042535,10.601105,8.70947499999999,0.122384999999999,6.41843,2.03207999999999,7.71721,6.99109,13.34775,0.588965,10.77932,8.770515,-0.62174,0.27013,0.626634999999999,8.78968499999999,3.79638,5.80524,3.65056,6.74581499999999,1.69517,7.86288,7.55075999999999,5.256145,6.866405,0.68964,5.31192,4.75682,10.41235,8.741805,9.350655,4.342325,2.352565,10.0574,2.39288,8.37492499999999,8.75888,5.79829,8.412295,5.80084499999999,5.426105,7.830595,6.380905,7.950245,6.977315,3.548575,8.04853,6.797465,5.26975,9.21028499999999,6.70036999999999,6.662915,4.34926,4.27746499999999,8.069935,5.075825,6.59959,9.01936999999999,7.87568,8.811705,3.6123,3.117295,9.95595,4.79244,5.260025,4.618445,7.90996999999999,5.25726,10.75505,3.198085,10.36965,5.95508,4.93101,6.37643,2.780245,11.17517,5.740425,8.56746499999999,6.0473,8.923105,9.475465,6.918325,10.9553299999999,7.80564,11.47092,5.54505,6.76064,6.8181,5.32913,4.78183,2.63943499999999,2.41558,6.374305,4.701825,4.240795,5.00802,3.84337,5.197025,6.73031499999999,4.64387,10.574985,5.23733,2.40084,11.602355,2.509835,5.18243,7.352245,8.78244,4.697495,4.211755,3.96902999999999,4.38996,13.157665,1.44158999999999,7.32860999999999,5.62121,3.01124999999999,0.0658150000000001,2.16328,3.71143999999999,8.49935
"85","RL_SARS_SALI_41-3",8.94418999999999,13.121115,9.761845,4.584295,2.40951,4.76612,6.312445,2.16772,11.567795,6.595195,10.8261849999999,12.775835,4.41330499999999,13.15035,3.880055,9.441595,6.317015,7.91663,0.900535,9.30389999999999,7.076575,0.752559999999999,-1.11393,8.141085,0.6126,10.036165,1.10996,7.58861,5.226325,8.573425,11.053105,3.26195499999999,5.114885,14.804715,7.777615,5.556205,6.227725,1.077975,1.18261,15.09061,3.38001499999999,8.837195,12.33723,2.772665,7.018465,2.218485,9.92343,8.388475,-0.0544099999999999,9.14638499999999,1.659975,11.05469,6.73545,2.457595,0.59142,0.905895,10.89725,3.48058,3.97198,11.4012099999999,6.463155,7.42674,9.85154,7.532355,12.062845,10.0871649999999,0.341935,5.71566,2.02926,8.63613,8.11798999999999,14.29631,0.901395,6.94181,8.854425,-0.15206,2.32021,0.505855,9.15031499999999,4.97842,6.42777,4.90512,9.634025,1.11218,7.45107,11.9602999999999,5.910295,7.342815,1.28635,6.91555,3.66223999999999,10.78333,8.652175,10.656445,4.475735,3.689545,10.3149699999999,6.10961,9.227045,7.32827,8.62739,10.507345,8.025345,13.597845,8.319955,6.792865,7.527855,7.807895,3.131235,7.98396,8.153565,6.18708,10.071405,7.91937,5.998955,4.05059,4.978845,8.568255,6.874675,6.54457,8.57282,7.47361999999999,8.778315,4.98842999999999,5.488645,9.99235,4.47753,3.727515,4.187635,8.10098,7.89055,10.59589,5.123645,9.57028,6.7696,5.27798,6.48527999999999,5.320755,10.63233,4.482435,10.5405349999999,6.4841,9.435395,11.182395,8.230725,9.60221,6.60693,12.21988,5.09431,6.77985,7.00398,5.7145,4.85949,2.829935,4.52932,11.015065,4.255755,6.800905,7.31781,5.9563,5.63346499999999,9.70316499999999,7.34911999999999,10.081315,6.13969,4.98956,11.444475,2.631285,6.19481,9.621985,9.01359,4.875745,4.478075,4.15796999999999,4.96879,8.469795,2.83657999999999,7.50051,7.63467,2.80178,1.543325,4.11392,6.20543,10.85704
"86","RL_SARS_SALI_45-3",8.65712999999999,13.5974149999999,8.697605,6.499485,3.02722,5.09399,7.536635,4.54123,12.0449749999999,8.25110499999999,11.2445549999999,7.140755,3.457205,13.30598,0.624905,11.694305,8.347015,7.41935999999999,0.616995,8.56949,8.533345,0.15513,-1.7471,7.044105,-0.161529999999999,12.1183249999999,0.931389999999999,6.85847,4.360545,8.229445,10.534865,2.559925,3.941895,16.632035,7.91663499999999,6.817515,2.63791499999999,2.264185,1.07148999999999,16.41849,4.53952499999999,4.60906499999999,11.28908,1.421805,6.726095,1.57402499999999,10.62073,9.38614499999999,0.15431,12.9129849999999,1.648185,13.20894,3.96785,2.167995,0.4258,0.751565,10.85069,3.32965999999999,3.97651,12.27759,5.68563499999999,7.30333,10.31508,10.173045,12.349745,10.167485,0.00947500000000001,8.11178,3.20995999999999,8.36032,7.44764999999999,14.02897,0.190295,7.33163,8.662095,-0.67494,1.01757,7.241415,8.23365499999999,7.70212,7.47297,5.44829,6.761495,1.23983,8.97373,9.71277999999999,7.175955,9.222855,0.16921,6.89382999999999,3.27868,10.7611099999999,10.262165,11.383305,4.50400499999999,3.347275,10.5095599999999,6.96664,9.76062499999999,10.82021,9.2598,10.210195,6.889695,7.869185,7.750645,8.597765,7.714945,7.737565,4.419375,7.75869999999999,8.122835,6.89312,10.951475,7.47121,6.779305,5.09229,5.09855499999999,8.980895,6.598155,6.81926999999999,9.28296999999999,7.35288999999999,8.811435,4.30751,4.616145,10.72876,7.37885,6.269655,7.640625,8.87123,7.07512,9.42935999999999,5.036235,11.03754,6.77424,5.92827,6.62109,4.650385,11.5133,5.538475,9.074945,8.5952,10.139495,13.665365,7.806735,10.3268899999999,9.27805,12.43091,6.94628,9.46217,11.41416,4.78214,4.11346,3.350505,3.24578,9.040185,6.011265,5.477425,4.59449,5.01781,6.835725,8.71137499999999,7.43926,10.554155,6.52075,7.21692,12.629915,1.77170499999999,5.46732,9.669585,11.88844,5.110205,4.548775,4.34038999999999,6.71937,8.260905,5.73731,7.65349,8.0049,3.06710999999999,0.613985,3.61087,6.48335,11.03872
"87","RL_SARS_SALI_48-3",6.36453,12.870905,7.358745,6.068775,2.21843,4.03360999999999,7.718365,4.52594,11.273245,8.52456499999999,9.92839499999999,5.745525,3.54716499999999,12.81455,1.259645,11.426095,9.075235,6.81851999999999,0.921174999999999,9.32565,7.542125,0.60608,-1.12551,7.93709499999999,0.64862,11.0513249999999,0.57952,7.59722,5.006215,6.27690499999999,9.517235,2.63230499999999,3.381705,15.444305,7.512765,6.815345,1.82705499999999,1.046685,1.00643,16.30264,4.23102499999999,5.31210499999999,9.75946,1.34735499999999,6.059005,2.04208499999999,10.14904,9.368145,0.07092,13.025265,2.132345,10.36399,4.42979,0.734215,1.01534,0.788215,9.12377,1.35025,2.84678,11.67166,5.63369499999999,7.02175,7.48527,9.172105,12.823065,10.695595,0.506065,9.04135,2.49718,7.99717,7.0942,14.04011,0.557325,6.88162,5.467115,-0.57454,0.51923,0.634454999999999,10.9872249999999,6.42293,6.41947,3.91367,5.603785,1.74707,7.95487,10.02727,6.816795,9.470905,2.66577,6.98494999999999,3.19037999999999,10.4079799999999,10.957545,10.913205,4.203415,2.003795,10.50399,4.98612999999999,8.97015499999999,9.94917,6.54042,9.581285,5.76430499999999,6.424865,8.106695,8.448005,8.15031499999999,7.328225,4.290995,7.08034,6.332985,5.21585999999999,8.855865,5.14245,6.929085,4.45679,4.965135,8.79577499999999,6.53675499999999,6.71177,9.02708,5.45466,8.534295,4.60902999999999,4.102195,10.3905599999999,6.02337,5.611865,7.460595,8.99703,5.12286,8.50068999999999,3.483175,11.27536,6.66726,4.67954,6.07243999999999,3.179225,10.70558,5.84212499999999,9.08209499999999,9.23233,10.4746549999999,10.691415,7.190765,10.8258199999999,10.08547,11.52228,6.32437,9.88811,9.04044,7.15233,4.5522,3.356015,5.41208,6.598135,2.973035,7.675635,3.27237999999999,4.85275,2.579235,8.39508499999999,6.67183,11.613765,5.97476999999999,6.23075,11.369645,1.96929499999999,4.78792,8.982475,10.13007,4.988655,3.522915,5.31962,4.41636,8.223145,3.12935999999999,7.39047,5.42635,3.74757999999999,1.683955,3.29966,5.6604,9.45586
"88","RL_SARS_SALI_51-1",6.79818,12.590485,9.607975,5.430105,2.15393,4.04123,7.324645,3.34959,11.342785,7.617725,10.1522049999999,5.597675,3.38751499999999,11.88144,1.079415,11.6328749999999,8.391525,6.3908,0.425375,8.02104,6.416745,0.90386,-1.48313,7.730625,0.12128,11.0511249999999,0.984789999999999,6.07168,4.808925,7.15607499999999,10.021455,2.89281499999999,3.13950499999999,15.507335,8.144615,7.413025,4.501525,1.391845,0.73043,14.93456,4.48824499999999,6.21180499999999,10.46498,1.22987499999999,6.286345,2.107255,9.86364,8.708315,0.02809,12.786055,2.030595,10.21273,5.55467,0.874755,1.19153999999999,0.330725,10.4216,3.79964,2.53385,12.4096999999999,5.909545,6.47401,8.79928,10.065515,12.650655,11.128615,-0.0101249999999999,8.60748999999999,2.10737,8.21636,5.99864,13.82386,0.246284999999999,7.62717,10.063845,-0.92334,0.08318,0.567985,9.642795,5.60619,6.77895,4.04104,6.196515,2.11152,7.85269,8.73637999999999,6.114805,8.785375,0.53683,7.652,2.96879,10.3352499999999,10.069715,10.411325,4.058125,2.241915,10.36652,5.66567,9.52187499999999,9.92511,9.21117,9.657775,6.292935,6.368925,7.987185,7.976855,8.476845,7.326025,4.279015,6.75853,7.18709499999999,5.04655999999999,9.842945,5.27395,6.659955,4.42995999999999,4.76841499999999,8.930105,5.766105,6.72199999999999,9.39105,6.26811,8.88249499999999,4.72603,3.985565,11.01465,6.25364,5.829965,6.347795,8.79634,5.43023999999999,9.84706999999999,3.540675,10.90677,6.44095,5.37639,6.72188,4.532705,10.3209,5.297925,9.329245,7.42424,10.329645,10.543295,6.863535,8.88604,8.74554,11.99492,5.21146,8.63646,6.77837,6.92219,4.66968,3.518405,3.80013,6.676585,3.932565,4.781995,3.47818999999999,4.53678,2.157365,8.80782499999999,6.71864,11.720315,6.03612,5.37118,10.364475,1.392375,5.02409,9.237785,10.32082,4.695005,3.90636499999999,4.82654999999999,4.89225,7.919895,5.71253,7.28831,5.74897,3.4227,1.859865,3.51189,4.97567,9.76822
