Assay,IL8,VEGFA...3,CD8A,MCP-3,GDNF,CDCP1,CD244,IL7,OPG,LAP TGF-beta-1,uPA,IL6...13,IL-17C,MCP-1,IL-17A,CXCL11,AXIN1,TRAIL...19,IL-20RA,CXCL9,CST5,IL-2RB,IL-1 alpha,OSM,IL2,CXCL1,TSLP,CCL4,CD6,SCF...31,IL18,SLAMF1,TGF-alpha...34,MCP-4,CCL11,TNFSF14,FGF-23,IL-10RA,FGF-5,MMP-1,LIF-R,FGF-21,CCL19,IL-15RA,IL-10RB,IL-22 RA1,IL-18R1,PD-L1,Beta-NGF,CXCL5,TRANCE,HGF...53,IL-12B,IL-24,IL13,ARTN,MMP-10,IL10,TNF,CCL23,CD5,CCL3,Flt3L,CXCL6,CXCL10,4E-BP1,IL-20,SIRT2,CCL28,DNER,EN-RAGE,CD40,IL33,IFN-gamma,FGF-19,IL4,LIF,NRTN,MCP-2,CASP-8,CCL25,CX3CL1,TNFRSF9,NT-3,TWEAK,CCL20,ST1A1,STAMBP,IL5,ADA,TNFB,CSF-1,TXLNA,VEGFA...95,CPE,KLK13,CEACAM1,MSLN,TNFSF13,EGF,TNFRSF6B,SYND1,TGFR-2,IL6...105,CD48,SCAMP3,LY9,IFN-gamma-R1,ITGAV,TRAIL...111,hK11,GPC1,TFPI-2,hK8,VEGFR-2,LYPD3,PODXL,S100A4,IGF1R,ERBB2,ERBB3,SCF...123,SPARC,GZMH,TGF-alpha...126,FURIN,CYR61,hK14,FADD,MetAP 2,PVRL4,FASLG,EPHA2,ITGB5,Gal-1,SEZ6L,GPNMB,CAIX,MIA,CTSV,CD27,XPNPEP2,ERBB4,HGF...145,ADAM 8,5'-NT,CDKN1A,DLL1,MK,ABL1,FGF-BP1,TLR3,LYN,RET,VIM,TNFRSF19,CRNN,TCL1A,CD160,TNFRSF4,MIC-A/B,WISP-1,CXL17,PPY,S100A11,AREG,ESM-1,CD207,ICOSLG,WFDC2,CXCL13,MAD homolog 5,ADAM-TS 15,CD70,RSPO3,FR-gamma,CEACAM5,VEGFR-3,MUC-16,WIF-1,GZMB,FCRLB,ANXA1,FR-alpha
RL_SARS_PLAS_27.3,6.36199,12.44157,8.85548,5.95337,2.39931,4.35312,8.23919,4.04573,11.05778,7.72626,10.16636,6.39617,4.92681,12.32793,2.3422,10.55304,9.22193,7.39016,0.69428,7.53612,6.6642,0.2965,-1.20566,6.6776,0.52472,12.53934,0.84778,7.40306,4.87523,8.24875,9.2192,2.41513,3.0731,15.81253,8.02624,6.00046,4.43353,1.25946,0.9754,16.05527,4.31296,6.28994,9.81197,0.85672,6.06684,1.76679,9.32613,9.32647,-0.06877,13.17197,2.5828700000000002,9.77229,4.84177,0.7431,0.5846,0.77157,8.80656,2.20391,3.39548,10.25528,5.88761,6.78263,8.47768,9.9268,11.3683,10.2147,0.43944,8.47761,2.88648,8.21909,6.26402,14.0054,0.60765,6.86868,9.45363,-0.3852,0.59553,0.81679,9.43991,5.34568,6.81597,4.14593,6.1223,2.15211,8.24477,10.326,6.72743,9.65548,1.59324,7.31826,3.90576,10.07743,10.28788,10.25835,4.18405,4.25762,10.19029,5.917,8.85291,9.09649,6.40822,9.6672,5.6723,7.17107,7.88363,8.53082,7.79143,7.04029,4.25495,7.81478,6.93984,4.57521,8.31931,6.02529,6.75146,5.24397,4.85961,8.6572,5.71296,6.77777,9.46081,7.26316,8.74426,4.42746,3.62262,9.89251,6.78208,4.42632,7.0621,8.82099,5.47488,9.51771,3.48497,11.16324,6.56402,5.22364,6.32722,3.09703,10.52785,5.6537,8.88299,9.17707,10.11911,10.07837,7.11802,10.2296,9.25786,11.17914,5.79682,9.23318,7.51297,6.04473,4.61202,3.19253,3.59623,6.29619,2.55975,8.19636,4.11895,4.7232,5.85253,7.19244,7.09221,12.71487,5.78192,5.84874,11.08033,1.34061,5.0735,8.86449,9.76663,4.97759,3.52877,4.27705,3.82972,7.8308,4.9811,7.29766,3.77116,3.06886,1.07718,2.1752,5.28649,10.74442
RL_SARS_PLAS_27.5,6.62966,12.16409,8.62039,5.31338,2.14207,4.34246,7.51391,3.31031,10.89283,7.65429,10.29832,4.11719,4.69505,12.28246,2.64097,9.64526,7.63786,7.39417,0.32184,6.79722,7.06114,0.06478,-1.53412,6.03294,0.64331,11.83276,0.83092,7.72148,4.93038,8.40296,9.14103,2.30861,2.89223,15.44008,8.20112,5.78349,2.78328,1.34118,1.09734,15.89553,4.28473,4.6239,9.49317,0.95653,6.15036,1.61169,9.25931,8.8756,-0.08678,12.40527,2.86378,10.1048,4.67786,1.00734,0.42575,0.8089,8.84085,1.77831,3.17969,10.67774,5.87592,6.88421,8.11979,9.23216,10.3891,10.44745,0.30357,7.42946,2.9689,8.33525,6.17946,13.90582,0.70124,5.9744,7.57478,-0.31134,0.07908,0.9053,9.00644,4.86484,6.79709,4.0566,6.09535,2.94051,8.56365,9.50831,6.44363,8.49595,1.58397,6.93765,3.74403,9.87813,9.26937,9.68717,4.31423,3.83083,10.2,5.9501,8.9773,10.52319,6.49968,9.76714,5.64924,4.8076,7.75629,7.66178,7.66187,6.99015,4.08146,7.84469,6.721,4.67444,8.24618,6.0798,6.85067,5.08777,4.84338,8.53539,5.34544,6.86098,9.4641,7.47336,8.63925,4.07783,3.34027,9.44942,6.2657,4.43991,6.22027,8.39773,5.2335,9.51016,3.27278,10.73071,6.28896,5.61733,6.35796,2.47104,10.65868,6.29172,8.77624,9.08756,10.21993,10.30074,6.7672,9.90251,6.889,11.10949,6.06814,7.37953,8.53321,5.69803,4.9004,2.97186,3.37464,6.33233,2.42432,8.26084,4.1308,4.38338,5.79282,7.11957,7.36271,13.07185,5.53914,5.2328,11.683,1.12679,5.28194,8.93191,9.9376,4.60993,3.71734,4.16463,4.07173,7.64376,5.22007,7.34476,4.07211,3.15881,0.55951,2.27859,4.94247,10.01048
RL_SARS_PLAS_28.1,7.37218,12.64698,9.88903,7.31012,2.38398,4.12064,7.85147,4.59989,11.7042,7.81944,10.5065,8.92667,4.33154,13.81996,1.20255,11.34105,7.86123,6.68438,0.63244,8.1226,5.7194,-0.21299,-1.37744,7.3219,0.50434,11.69303,1.35432,7.51915,4.7019,7.46253,10.06091,2.4977,3.65873,15.41365,7.60022,7.80543,1.83008,1.04063,0.94781,16.155639999999998,4.28992,4.46035,11.8694,0.8545,6.15349,0.79005,9.81826,8.66348,-0.19587,12.79754,2.09451,11.89562,7.26848,1.66672,1.39744,1.45232,9.72003,3.70568,2.82531,12.76734,5.44949,6.87571,9.11581,9.29505,13.66402,10.79589,0.18136,8.45932,2.92681,8.77212,6.16977,13.86763,0.56538,7.39674,9.54417,-0.86354,1.1405,0.792,10.53299,5.39156,6.68241,3.53832,6.27796,2.20571,8.83984,10.80265,6.07671,9.12254,1.12507,6.88313,3.04575,10.67013,10.20925,10.26393,4.81829,2.90963,10.32694,5.04057,9.41919,10.92562,7.48115,9.28634,6.11872,9.43403,7.98258,8.05748,7.77395,7.12167,4.28001,6.86898,6.78245,5.53886,9.82893,6.70183,6.91678,4.70408,4.64697,8.51875,5.96181,6.90105,9.1669,6.42782,8.67263,6.46871,4.08357,11.16189,6.6951599999999996,6.44852,6.72911,8.49075,5.44396,10.41322,3.26954,10.8773,6.40755,5.36448,6.36689,4.07393,10.94296,4.81978,8.14231,8.34022,9.85867,12.06594,7.34573,10.49516,9.47787,11.59207,6.59759,8.87589,8.57529,5.05031,4.65176,4.22806,3.80244,6.37938,4.50793,4.73477,4.22886,4.05806,2.03207,7.6378,7.03273,11.15459,6.11608,6.34335,12.46827,2.36598,5.13058,8.83837,9.50118,5.14367,4.02026,3.73517,5.56002,8.20575,3.37565,7.43602,3.8332,3.66285,1.90177,3.12817,5.88517,9.20962
RL_SARS_PLAS_28.3,6.44848,11.59961,8.83223,3.35293,1.39808,2.70639,8.0898,3.91729,10.6123,7.90224,9.42574,2.42937,1.9218,10.32808,0.86871,9.97089,8.78067,7.337,0.72177,5.72419,6.4923400000000004,0.3051,-1.25786,5.84151,0.40144,11.35089,0.525,7.17926,4.37726,7.35786,9.50616,1.79453,3.55707,15.18305,7.95424,5.60554,1.25339,0.8863,0.91941,15.96495,4.74403,4.80099,6.16093,0.63373,5.62003,2.59148,9.13423,9.3786,0.01458,11.49711,1.5825,10.82773,1.93122,0.43992,0.94222,0.48646,8.4591,2.88626,1.43891,10.71519,4.62157,5.15601,7.11392,9.18553,9.07034,10.70742,0.29474,8.18714,2.29451,8.5528,6.8131,14.00776,0.35834,4.22875,8.85778,0.25784,0.07549,1.47547,7.97436,5.30299,6.96196,4.15427,5.03561,1.18143,8.65722,7.08594,6.91962,9.78724,1.13507,6.49834,2.1968,9.81638,10.06134,9.28,4.47159,1.67422,10.22481,5.95925,9.41864,10.48878,5.82875,9.83454,5.73982,3.32994,7.26058,8.05758,7.42363,7.24357,4.28971,7.46545,5.89585,6.24613,8.04044,4.8707,7.15711,4.46033,4.76997,8.62515,6.22387,6.51294,9.48082,6.23114,8.80759,5.74825,4.15699,9.7151,6.47671,4.08968,6.56416,8.85485,5.61037,8.63939,3.66886,10.87863,6.38697,5.50702,5.79719,3.90489,10.30426,5.52616,7.93964,7.97018,9.47316,11.01194,6.39339,9.34242,8.37972,11.25756,6.58397,9.09276,8.84735,5.1295,4.9218,3.66065,3.32601,6.20323,3.2506,3.79195,3.73629,3.85427,0.46301,7.45852,6.05328,10.16518,4.52877,6.66939,12.14529,0.10194,5.54261,8.65725,8.28853,4.44107,3.23757,2.83527,4.5348,6.85312,3.1104,7.09426,3.23493,3.06649,0.09646,1.64026,4.93555,10.04311
RL_SARS_PLAS_29.1,7.22796,11.75758,9.78301,3.8414,1.86356,3.92934,7.91294,3.29196,11.1809,7.89699,10.31228,3.98725,3.11071,12.96131,1.4572,10.2626,7.67827,8.04722,0.51394,9.16016,7.22906,1.55911,-1.41252,5.44809,0.4876,11.12775,0.32794,6.81134,5.59574,8.99307,9.3338,2.87878,3.10437,15.9722,8.49787,5.6089,2.4556,0.46558,1.45257,16.24873,4.7648,7.82234,8.40949,0.97197,6.25396,2.31514,8.80598,8.63346,-0.17094,12.45211,3.29411,10.99902,4.94502,0.39708,-0.04711,-0.00469,9.45956,1.18506,2.9099,10.71177,5.68623,6.62377,9.5746,9.59819,11.71897,10.35616,-0.01875,7.39396,2.90432,8.52791,6.53312,13.9973,0.49664,7.37548,7.98029,0.01586,-0.24802,0.84984,9.36052,5.30789,6.31677,4.72462,6.88696,1.92995,9.21897,8.04243,6.49331,9.13745,0.67058,5.56768,4.50062,10.28374,9.56994,9.46556,4.81604,2.08959,10.12233,5.38033,9.71014,10.60523,6.00464,10.13798,6.52226,4.72111,7.92049,7.89067,7.53044,7.3685600000000004,4.25571,8.33587,7.46256,5.54787,10.12998,6.2623,6.84482,4.42303,4.56737,8.69098,6.02137,6.9505,9.3631,7.95517,8.7918,4.66103,3.73384,9.55331,7.06261,4.27292,6.1657,8.36531,5.76191,9.998,3.94289,10.87583,6.15284,5.97443,6.5244,4.37939,11.22867,5.43193,9.09317,6.26573,9.53842,11.26155,6.52964,8.9116,8.32943,11.77508,6.55081,7.89306,8.75832,5.9937,4.85074,3.36889,3.43936,7.69044,2.92654,5.10929,4.67484,4.72455,5.90544,7.81918,7.42676,11.71267,4.92472,4.55346,12.41939,2.44729,5.81737,9.25332,10.1257,4.81532,3.60591,4.20775,5.96907,13.16971,2.97366,7.2645,5.36197,3.1516,0.14791,2.3825,4.2348,10.24144
RL_SARS_PLAS_29.3,6.79726,11.4356,9.78169,2.73309,1.9276199999999999,3.89501,7.81853,2.63558,10.95784,7.58712,10.24935,3.37711,3.10793,12.20366,1.78341,9.50518,7.67898,8.00927,0.36278,8.36445,7.16463,1.71395,-1.35406,5.29935,0.33324,10.78781,0.90898,6.41302,5.75469,9.11238,9.0433,2.52949,2.80992,15.46851,8.24242,5.10737,2.84041,0.58161,1.40536,15.77494,4.74331,7.57181,7.96424,1.18715,6.21727,2.04096,8.6198,8.40926,-0.20215,11.8505,3.42976,8.8424,4.65907,0.13526,0.3886,0.31642,9.14793,0.90767,2.81594,10.73733,5.76649,6.40524,9.32266,9.32082,10.83993,10.55688,0.15191,7.04077,2.6386,8.43371,6.35509,13.84755,0.30146,6.61238,8.11719,0.24957,-0.01167,0.69327,8.98428,5.20789,6.2218,4.784,6.58767,2.23295,8.47429,8.32366,6.02232,8.75763,0.67802,5.49554,4.50531,10.11287,9.30328,9.143,4.87863,2.59384,10.07217,5.3722,9.59421,9.94557,5.6538,10.01148,6.53806,3.99459,7.87084,7.52659,7.47289,7.38767,4.09923,8.39589,7.4983,5.41396,8.74374,6.27072,6.90857,4.42231,4.5399,8.6287,6.06032,7.03326,9.42957,8.16487,8.73238,4.93983,3.34887,9.20981,7.06684,4.37128,5.59119,8.2997,5.79103,9.97475,3.90096,10.71714,6.08171,5.91753,6.50372,4.1219,11.24175,5.56128,8.96267,6.271,9.62093,9.2054,6.48016,8.97027,8.1897,11.73059,4.58481,7.58973,6.81527,5.98896,4.82196,3.3392,3.20202,7.63623,3.18433,6.34585,4.70913,4.5052,5.75738,7.77122,7.55723,10.35152,4.43258,4.29708,11.86926,2.12435,5.83083,9.18117,10.01345,4.57717,3.70164,4.07677,4.96771,13.08666,3.16914,7.17663,5.47859,3.05696,0.33707,2.37148,4.09866,10.27641
RL_SARS_PLAS_30.1,5.24109,12.01414,10.71693,2.37463,2.96619,3.76307,7.25034,2.71281,10.78446,7.25249,10.12471,4.172,4.36652,11.81476,0.78163,11.07197,7.3988,8.37772,0.59628,8.98649,7.39147,0.03204,-1.21142,5.32855,-0.07134,10.36238,0.48857,6.4851,4.82725,9.41645,10.39731,2.43182,3.30398,13.85426,8.04821,4.73838,1.97309,0.57313,1.40233,15.53384,4.13777,7.85716,9.97944,1.4817,6.75464,2.18313,8.8378,7.63254,-0.02768,10.6267,4.48736,11.98982,7.13983,-0.35278,0.40802,0.83077,10.38338,1.6413,3.5634,11.6345,6.243,7.3405,9.13586,8.83763,11.5047,9.90526,-0.13759,7.1546,4.81925,8.48869,4.88794,13.62049,0.18468,6.43968,9.8674,-0.47022,-0.25762,0.20281,10.01897,3.94768,6.20268,6.03748,7.36139,1.77259,10.07545,7.77689,6.14437,7.68687,6.2e-4,5.60809,4.25105,10.56054,8.59568,9.48483,4.77343,3.39641,10.20932,6.3141,9.74145,8.66266,6.16278,9.6833,7.24511,4.67533,7.95743,6.51084,7.29561,7.55016,3.78608,8.51568,8.25792,6.02436,11.42273,7.81031,7.03873,4.81407,4.9426,7.77837,5.84867,6.72354,9.35128,8.31559,8.81933,4.55743,3.72576,9.36929,5.73476,6.14162,4.55144,7.90563,6.59019,10.58648,4.17372,10.00462,6.3141,6.02433,6.45783,4.26734,11.65207,5.23303,8.87131,8.66229,9.73828,12.19463,7.20024,9.93073,7.24539,12.15428,6.29294,6.72955,10.74713,5.81721,5.13533,3.88726,3.22228,8.88259,5.07865,3.83265,5.94789,5.23559,5.32208,7.66148,7.01774,11.15848,4.8858,3.61838,12.74173,3.36219,5.6384,9.30484,8.7351,4.67024,4.70404,3.58322,8.48024,7.90148,1.82758,7.32759,4.52225,3.81908,0.10014,1.74146,4.34767,10.05713
RL_SARS_PLAS_30.3,5.13701,12.77053,10.41632,2.83568,2.54819,3.56978,8.246,3.14483,10.29762,8.13574,9.90573,3.50368,3.96754,12.20751,0.28884,11.30117,8.93011,8.22612,0.62711,8.63294,7.27047,0.23497,-1.04788,5.33638,0.10513,10.31298,-0.79167,6.4748,4.75125,9.28391,9.81794,2.16425,2.64059,15.10377,8.31703,5.73662,1.82765,0.5822,1.24948,16.28103,3.67883,7.46406,9.69384,1.17936,6.45204,2.15462,8.5344,8.60029,-0.01888,11.16562,4.28179,11.70931,6.53755,-0.09747,0.37295,0.24584,10.00508,1.1711,3.02737,10.98772,6.04579,7.20018,8.67426,9.11264,11.28217,10.49189,0.17141,8.33544,4.73933,8.18573,4.86394,13.94193,0.29405,5.97169,7.51429,-0.88246,0.01379,0.50447,10.55531,4.79984,5.69241,5.37569,7.07809,1.5918,9.85382,7.32275,6.65779,10.16144,0.23249,5.72555,3.93129,10.50208,10.0328,10.52435,4.4295,3.23203,10.11214,6.20639,9.54938,10.29024,5.78242,9.65817,7.04938,4.28717,7.67076,8.08789,6.99516,7.44684,4.11874,8.42289,7.9761,5.81433,11.22184,7.52597,7.00435,4.58705,4.82539,8.25232,5.99873,6.51355,9.15057,8.2034300000000009,8.93229,4.23175,3.17661,9.53787,6.20986,5.73068,6.22329,8.63843,6.33781,10.3819,3.90345,10.92697,6.63033,5.70024,6.26534,4.03267,11.54712,5.0944,8.71506,8.54572,9.48413,11.97587,6.74864,9.87948,9.32034,11.95209,6.46647,8.7812,10.97386,5.90653,4.89697,3.51153,3.48814,8.55249,4.73046,4.16139,5.59706,5.0573,5.05649,7.45845,6.55118,10.0051,4.68499,3.28357,12.66738,3.03074,5.50234,9.23328,8.70406,4.86716,4.06003,3.32634,8.00176,7.69201,1.64077,7.24955,4.36444,3.64101,0.07161,1.45402,4.37517,10.28988
RL_SARS_PLAS_30.5,5.89593,13.19379,10.56541,2.87919,2.54071,3.87377,8.50252,3.81592,10.69681,8.23935,10.20977,3.85349,4.27759,12.26134,0.98472,12.2215,9.23221,8.60739,0.81593,7.59196,7.8507,0.41937,-1.27214,6.31584,0.16437,11.29728,0.83101,6.82855,5.1497,9.63658,10.13565,2.83785,3.29196,15.3074,8.47184,5.99606,2.7227,0.71574,1.31623,16.20891,3.89363,8.50541,10.50561,1.69014,6.80868,2.24432,8.9306,8.6949,0.01184,13.04113,4.83181,9.32446,7.17833,0.1215,0.21818,0.20559,10.34115,1.59123,3.40402,11.5583,6.47956,7.70332,9.43517,10.35698,10.81453,11.04049,0.17919,8.71494,3.11501,8.49845,4.92763,14.02422,0.69097,6.66099,8.42228,-0.35939,-0.00636,-6.5e-4,11.08214,5.19758,6.16435,5.66097,7.64069,2.09759,8.69396,7.64125,7.1454,10.29434,0.58726,6.16277,4.25166,10.51014,10.24859,10.873,4.64261,3.64979,10.27703,6.39868,9.49505,9.95321,6.38104,9.04052,7.23711,4.4076,7.91595,8.26678,7.35236,7.55082,4.31463,8.73665,8.33482,5.44307,8.93203,7.94709,7.17481,4.91281,4.92961,8.70127,6.21316,6.8412,9.30146,8.49017,8.96356,4.37831,3.68593,9.6647,6.18377,6.50269,6.72425,8.79077,6.71522,10.57462,4.14724,11.008,6.66206,5.84543,6.52638,4.08389,11.78706,5.34098,8.9656,8.76862,9.79494,9.40563,6.99926,10.07383,9.51708,12.23153,5.77895,9.27958,7.39994,6.08196,4.8456,3.69142,3.45301,9.01836,4.90502,4.3988,5.90722,5.46547,5.35661,7.82702,6.30111,11.17967,4.49287,3.46444,11.40899,3.3377,5.69663,9.32444,8.91764,5.00014,4.5127,3.64287,5.86444,7.89986,1.46157,7.301,4.7328,4.02326,0.84078,1.60078,4.80657,10.76794
RL_SARS_PLAS_31.1,6.35148,11.83338,10.20613,2.71812,2.01486,3.44065,8.92039,4.27645,11.12171,8.331,10.76237,3.29189,3.09586,11.71111,1.33529,11.85235,8.69661,8.11091,0.952,7.70219,6.34926,0.2286,-1.16449,3.33648,0.38452,11.48457,0.49151,7.06858,5.9417,9.08467,10.21519,3.11166,2.47239,16.50956,8.04018,6.898,1.65094,1.06078,1.41991,15.61952,3.83166,7.22989,9.91689,1.42163,6.7382,2.82988,9.47135,8.22466,-0.1894,13.26665,3.98536,8.90592,7.73844,0.22236,0.2896,0.99627,9.52368,1.65404,3.37241,11.47821,6.84376,6.76424,9.76249,11.5652,11.31855,10.8404,0.35262,8.92222,3.05498,8.59748,3.63659,13.96449,0.87777,7.71474,8.56935,0.21327,-0.33303,0.49387,10.19704,5.50889,6.9842,4.70302,7.26353,2.83705,9.34137,8.2013,6.73111,9.56347,0.59492,6.7395,4.74746,10.38126,10.46227,9.51628,4.42258,2.75272,10.35559,3.80308,9.10794,10.83029,6.85455,8.61884,6.63586,3.84637,8.4448,8.53556,8.43619,7.16005,4.4782400000000004,8.24239,7.51117,5.03607,9.862,7.04149,6.95522,4.77526,4.70341,8.59156,6.16063,7.16238,9.21734,7.8449,8.67624,6.01945,2.85495,10.0519,8.2091,6.04796,6.73876,8.00471,5.54516,10.52318,3.70475,11.14394,6.65827,5.35233,6.38042,3.45682,11.31568,5.79471,9.25083,9.51948,9.65436,9.08612,7.47836,10.30372,10.35798,11.66459,5.96314,10.49921,6.86363,7.40141,4.28221,3.4694,4.10385,7.2077,4.90594,6.08192,5.25609,4.95142,1.92259,6.94503,6.93802,8.89869,5.14609,2.79231,11.53814,3.49702,5.52374,8.32126,9.5091,5.36146,4.09437,4.633,5.82718,8.42626,2.00258,7.43733,3.65847,3.65688,1.50521,4.00767,4.62108,9.84238
RL_SARS_PLAS_32.1,5.63571,11.21664,11.23693,1.78883,2.68573,2.3856,7.18982,2.39893,10.28343,6.7346,10.06865,1.90978,3.07828,11.43499,1.02809,10.29011,6.86444,8.62089,0.71174,7.9743,6.75424,0.76949,-1.09156,3.80454,0.76622,10.12173,1.25446,5.57746,5.8754,9.91038,9.36495,2.07144,2.5775,13.72029,8.02236,4.68319,2.3477,1.25369,1.03037,14.26803,3.99391,7.61147,9.68813,1.62523,6.00314,2.59091,8.23684,7.12837,-0.19245,10.81421,4.90819,8.13721,6.87279,0.10713,1.17588,0.91841,9.43752,1.23018,2.96404,10.89173,6.8227,5.56384,10.13171,9.09452,10.7658,9.40205,0.2308,6.58498,2.25783,8.66286,3.25936,13.09625,0.61911,7.74452,8.13333,1.75279,-0.23657,0.38123,9.93073,3.72148,6.56834,4.5843,6.946,2.3727,8.73105,8.28943,6.11275,7.00125,0.58522,5.07582,5.39814,10.11602,8.31161,9.01759,4.60965,2.74437,10.19439,4.16429,9.07652,9.24151,6.13415,7.74759,6.33979,2.63431,8.5177,6.54695,7.66301,7.08112,3.71965,9.06947,6.9881,5.09285,9.23871,7.64556,7.26444,5.20685,4.81841,8.22755,5.27376,6.90233,9.35864,8.95811,8.608,5.02623,3.16932,9.42495,4.87728,5.87656,4.76459,7.86943,5.81003,11.58498,3.56249,10.19446,5.72682,6.15893,6.32888,3.79996,11.75793,6.68,8.65614,8.4815,9.47804,8.57752,6.73363,9.48284,6.76739,11.94879,4.89283,6.61625,6.9615,6.56357,5.05801,3.03233,3.19633,7.36742,4.87254,4.60835,5.92068,4.44689,5.45757,6.89424,5.85622,8.5782,4.2322,3.16915,11.5432,2.46687,5.94465,8.08671,8.61307,4.76255,4.0098,4.32102,5.06364,8.31848,0.93919,7.45728,3.76961,3.40144,0.79327,1.3789,3.50531,8.73859
RL_SARS_PLAS_33.1,5.03498,11.14262,10.02098,1.13617,1.75457,1.88117,8.18078,2.99157,10.12977,7.34273,9.63836,0.86902,2.36462,11.00295,1.25582,8.2993,7.60825,8.07261,0.40027,5.88861,7.08874,0.41633,-1.58482,3.25965,0.51562,10.30696,0.04399,6.6116,6.20793,9.80852,7.98026,1.73001,2.0242,14.5448,7.80457,4.71914,1.58027,1.0449,0.6879,14.33574,3.49343,5.29596,11.19611,0.77464,5.44122,2.86637,6.87166,7.01038,-0.17208,12.35798,4.8652,7.95702,6.4655,0.38376,0.32436,0.62584,9.08524,0.68068,2.19497,9.62214,6.83412,5.20433,9.63066,8.90385,9.54835,9.78565,0.29271,7.2489,2.89061,8.98897,3.9862,13.71136,0.48159,6.63546,7.60279,1.4464,-0.05632,0.48713,7.37306,4.22905,6.20211,3.65238,6.11382,2.21065,8.56624,8.41279,6.23467,8.56392,1.34217,5.63748,4.32083,9.66226,9.00547,8.91497,4.73578,3.09102,10.05194,2.79971,8.83889,10.54662,5.36155,7.49555,5.53633,1.76241,8.00081,7.49792,7.58872,7.05863,4.49162,8.52553,7.14854,5.92212,8.08186,7.65754,6.81241,5.08114,4.65027,8.60442,5.43192,7.32148,9.16469,8.85275,8.90939,4.88523,2.68903,9.60912,5.34806,5.78799,6.00569,8.32576,5.25168,11.1731,2.80726,10.8923,5.91434,5.92056,6.42915,4.13165,11.53721,7.39368,8.39186,9.17857,9.71433,8.3426,6.53344,10.00914,7.59315,11.23025,4.16835,7.70913,7.12,5.84056,4.95136,3.82421,2.07905,6.72698,4.5723,7.34994,4.92793,3.94486,4.94709,6.84154,5.43885,8.50512,4.46951,2.47293,11.25615,3.21674,5.87974,7.44965,8.16153,4.95204,4.39897,3.37677,4.27993,7.60071,1.68387,7.21573,4.32809,3.21837,0.76351,2.18644,3.94243,9.06455
RL_SARS_PLAS_34.1,5.43387,12.78043,9.43245,1.54476,1.89288,2.06019,8.50778,3.84541,10.26823,7.96492,10.14194,1.04003,2.29149,10.98916,1.06644,11.43938,9.60347,7.68356,0.4762,6.98276,7.21677,0.16527,-1.34978,2.74093,0.17712,10.84097,-0.54245,6.49677,5.91481,8.68974,7.91017,1.5759,2.01747,15.52843,7.6608,5.27575,1.26477,0.47444,0.81676,15.90636,3.37591,5.69492,9.23996,0.39022,5.38045,1.7344,7.85139,8.24403,-0.07107,13.53185,4.35552,8.40466,6.10024,0.67607,0.41516,-0.2154,9.74481,0.66813,2.27749,10.84061,6.21613,5.68726,9.18421,10.95824,9.91394,10.26876,0.28924,8.26809,2.81629,8.45228,3.55191,13.80427,0.05414,6.65237,8.48445,-0.80207,-0.41015,1.03616,10.25081,4.90051,5.25823,3.15122,6.28883,2.86275,8.84595,7.10745,6.2794,9.76511,-0.10526,5.66552,4.47325,9.6228,9.87854,10.22564,4.72626,3.19057,10.06859,3.75815,8.9253,10.27455,5.44834,6.87675,5.74993,2.02124,7.8541,8.41441,7.3639,6.90731,4.46917,8.25639,7.64017,5.01551,8.74184,7.43807,6.6982,5.37149,4.52069,8.7568,5.71729,6.93943,9.23307,7.88885,9.02441,5.68078,2.61985,9.87229,6.03769,6.39759,6.81988,8.96462,4.84718,11.31199,2.77834,11.17043,6.45476,5.93922,6.6086,4.20192,11.34319,6.41996,7.94141,9.13958,10.24005,8.60948,6.53046,10.68289,9.06753,10.89474,5.63859,9.11706,6.73708,5.21793,4.68503,3.71504,4.01721,6.85848,5.63763,8.2197,4.48664,4.20178,5.33302,7.01475,5.65338,9.91835,4.43075,3.40591,11.08775,3.02933,5.63282,7.79625,8.59481,5.15842,3.17267,4.23526,5.45867,7.75615,2.23763,7.23299,4.58225,3.3808,1.45565,0.91368,4.62272,9.69825
